RESP_FINAL;filename;A1R;A2R;L*(D65);a*(D65);b*(D65);C*(D65);h(D65);Image_SkinCluster;DE2000_centroid_1;DE76_centroid_1;DE2000_centroid_2;DE76_centroid_2;DE2000_centroid_3;DE76_centroid_3;DE2000_centroid_4;DE76_centroid_4;DE2000_centroid_5;DE76_centroid_5;DE2000_centroid_6;DE76_centroid_6;closest_centroid_DE2000;closest_centroid_Euclidean;two_closest_clusters_DE2000;two_close_deltaE_DE2000;single_cluster;eval_cluster
3260;326003_81.jpg;6;6;34.11;8.665;9.84166666666667;13.1166666666667;48.58;6;32.6670127005589;32.9732562507523;27.1983298910216;28.1053368795165;25.0386250353617;26.7049426344846;17.4249435731038;19.104885791627;11.4986730837427;14.8275001639221;4.1051024119993;5.63677163316419;6;6;[];FAUX;VRAI;6
2262;226203_81.jpg;6;6;34.8816666666667;10.1183333333333;12.275;15.9116666666667;50.45;6;31.7289989833275;31.8585838337;26.3389312918675;26.8092352972296;24.1618742665101;25.2081355364141;16.6165852286111;17.9028032410818;10.198409112798;12.5803324236241;2.63068300928645;3.28049242577323;6;6;[];FAUX;VRAI;6
2216;221603_81.jpg;5;6;35.0866666666667;8.49333333333333;9.77333333333333;12.95;49.005;6;31.6421935345676;32.0306015137608;26.4145778661425;27.2041308137814;24.2750563901641;25.8225334414215;16.6746999009919;18.1928997138994;10.8453181367316;14.1698023980576;3.62111089260079;5.16582358712851;6;6;[];FAUX;VRAI;6
2234;223403_81.jpg;6;6;35.2566666666667;10.2016666666667;12.0966666666667;15.825;49.87;5;31.3388197674392;31.5057675936751;26.0144507737779;26.4442279461259;23.8952212008942;24.8974582035998;16.3151419897084;17.5359789670646;9.96058843917417;12.3396863142194;2.3631524755803;2.9981146853759;6;6;[];FAUX;VRAI;6
2226;222603_81.jpg;6;6;35.315;10.045;11.765;15.4766666666667;49.4283333333333;5;31.2892012065084;31.4838256093506;25.9835981406798;26.4413402648202;23.8824951135458;24.9331761915725;16.2825612622502;17.5142420618193;10.0054831769394;12.4931131028259;2.41632630287239;3.1485353737889;6;6;[];FAUX;VRAI;6
2214;221403_81.jpg;6;5;35.3816666666667;9.745;11.515;15.085;49.74;6;31.2208323815507;31.4469932761641;25.9593618210904;26.4468256339227;23.8387796519801;24.941151793327;16.2500825137988;17.4947264276346;10.0277795941823;12.6307027824178;2.48592479842198;3.32556553252392;6;6;[];FAUX;VRAI;6
3261;326103_81.jpg;6;6;35.445;9.675;11.3983333333333;14.9616666666667;49.5966666666667;6;31.1570711177085;31.3993798151775;25.9143571188601;26.4090878192422;23.799709866922;24.9161457582116;16.2068373022936;17.4505392307643;10.0156267556249;12.6585117389227;2.49128065964253;3.37214858971415;6;6;[];FAUX;VRAI;6
2241;224103_81.jpg;4;6;35.5716666666667;10.3483333333333;11.6566666666667;15.6066666666667;48.0366666666667;6;31.0313091249321;31.2469478509502;25.7391971335854;26.160130287647;23.7246580961707;24.7257015404349;16.0707297045847;17.251790728308;9.85167059651755;12.2923750078385;2.24730434863834;2.93742801330233;6;6;[];FAUX;VRAI;6
2225;222503_81.jpg;4;6;36.295;10.7766666666667;13.5066666666667;17.28;51.3733333333333;6;30.1472349921785;30.3615976834041;25.0504403473798;25.2474932198999;22.9115190267536;23.5518593863745;15.4453044273777;16.4312998234738;8.82818014959635;10.6670433527238;1.32947434611501;1.57080039753271;6;6;[];FAUX;VRAI;6
2222;222203_81.jpg;5;6;36.35;10.065;12.2416666666667;15.8666666666667;50.3783333333333;5;30.1166635256761;30.4014214762695;25.0644720619757;25.3712900955216;22.9648718536868;23.8052255001105;15.4277666734632;16.4460165727483;9.0954365408866;11.3823706279101;1.54838912840357;2.08153655851739;6;6;[];FAUX;VRAI;6
3236;323603_81.jpg;5;6;36.3816666666667;9.98833333333333;12.94;16.345;52.3333333333333;6;30.0419708363586;30.3012783925402;25.0426337475251;25.2957626007906;22.8344292046979;23.5845395451248;15.4032357426088;16.3880832382015;8.89591143351787;11.0025484421666;1.4661457947889;1.79190928589839;6;6;[];FAUX;VRAI;6
2233;223303_81.jpg;5;6;36.5516666666667;9.58;12.1183333333333;15.4533333333333;51.4833333333333;5;29.8798513195478;30.2130392196629;24.9348261122231;25.2588223311293;22.7703430161749;23.6453160736375;15.2932542169566;16.2951487327432;8.99237305087935;11.3907274667697;1.63803483128943;2.25744816601007;6;6;[];FAUX;VRAI;6
2259;225903_81.jpg;6;6;36.5583333333333;10.275;13.2933333333333;16.805;52.335;6;29.8378247841139;30.1007586652267;24.8559703535498;25.0598551250579;22.6667010162465;23.3299586845374;15.2454329978734;16.1881831044198;8.6695906307093;10.6219147154467;1.22581980752139;1.4409738219536;6;6;[];FAUX;VRAI;6
4221;422103_81.jpg;6;6;36.8;9.95166666666667;12.87;16.27;52.1983333333333;6;29.571688209023;29.8903909215728;24.6658551272574;24.8931825227533;22.4874455665277;23.1985970002019;15.0604295099363;15.9757828011998;8.59199621526883;10.698520276707;1.20240627621221;1.51258149459055;6;6;[];FAUX;VRAI;6
3238;323803_81.jpg;6;6;36.8766666666667;10.2216666666667;12.5;16.1483333333333;50.6983333333333;6;29.5144311379984;29.8527605740054;24.5678140401088;24.8069220290538;22.4997407364758;23.2300368895292;14.9830163569959;15.89572103499;8.62415881376354;10.7825992794976;1.083301851313;1.49891534858451;6;6;[];FAUX;VRAI;6
2264;226403_81.jpg;6;6;37.06;10.3283333333333;15.1366666666667;18.335;55.5983333333333;5;29.220352571135;29.5190251739827;24.4431596385983;24.5273910942214;22.0489182040766;22.4552253879186;14.9100188894563;15.7868113908062;7.94421694362732;9.38045382105199;1.63669135018327;1.97263289933924;6;6;[];FAUX;VRAI;6
3207;320703_81.jpg;5;5;37.255;9.61833333333333;11.7566666666667;15.1933333333333;50.5916666666667;6;29.1055179729761;29.5583012404675;24.2873563543541;24.6014641614862;22.2320517445937;23.0843339133323;14.7164259824119;15.6260948060892;8.57140806252763;11.0474992142516;1.40219822161516;2.17359277592551;6;6;[];FAUX;VRAI;6
2201;220103_81.jpg;5;5;37.285;11.7816666666667;14.5033333333333;18.69;50.935;5;29.0461589533645;29.3757786658026;24.0814569944996;24.1407395403611;22.0688001028217;22.4400328035015;14.6379458549481;15.4897032106995;7.88285381035109;9.24505843981289;0.975062482471022;1.52224797220719;6;6;[];FAUX;VRAI;6
