RESP_FINAL;VIDEOS;CATEGORY;SCF1R;SCF1_MOY;ETHNI_USR;HAIR_LENGTHR;HAIR_THICKNESSR;HAIR_TYPER;HAIR_GREYR;filename;eval_cluster;single_cluster;Image_SkinCluster
2034;1;Dark;4;68;1;4;4;3;1;203403_81.jpg;3;FAUX;3
2065;1;Dark;3;52;1;5;3;6;1;206503_81.jpg;4;FAUX;3
2066;1;Light;4;66;1;7;2;3;1;206603_81.jpg;1;FAUX;1
2064;1;Dark;1;27;1;5;2;2;2;206403_81.jpg;2;FAUX;2
2068;1;Dark;1;27;1;7;4;6;1;206803_81.jpg;2;VRAI;2
2067;1;Medium;1;38;1;5;3;3;2;206703_81.jpg;2;FAUX;1
2206;1;Dark;2;40;2;3;2;3;2;220603_81.jpg;6;VRAI;5
2207;1;Dark;4;60;2;4;3;4;1;220703_81.jpg;6;VRAI;6
2208;1;Dark;3;52;2;4;3;4;2;220803_81.jpg;6;VRAI;6
1085;1;Dark;3;53;1;5;4;3;2;108503_81.jpg;4;FAUX;4
1093;1;Light;3;58;1;6;4;4;3;109303_81.jpg;3;FAUX;3
1076;1;Light;3;56;1;5;4;3;2;107603_81.jpg;2;VRAI;2
1052;1;Dark;1;39;1;6;4;4;5;105203_81.jpg;4;FAUX;2
1022;1;Dark;1;25;1;7;4;3;2;102203_81.jpg;2;VRAI;2
1078;1;Dark;3;54;1;4;3;4;3;107803_81.jpg;3;FAUX;3
1100;1;Medium;3;59;1;5;2;3;3;110003_81.jpg;4;FAUX;3
1126;1;Medium;2;42;1;7;3;3;2;112603_81.jpg;4;FAUX;4
1049;1;Medium;4;61;1;4;3;3;2;104903_81.jpg;2;FAUX;4
1146;1;Light;3;53;1;6;2;3;2;114603_81.jpg;4;FAUX;4
1099;1;Medium;4;68;1;4;3;3;2;109903_81.jpg;2;VRAI;2
1080;1;Dark;1;34;1;6;4;3;3;108003_81.jpg;2;FAUX;2
1026;1;Dark;2;47;1;7;3;3;2;102603_81.jpg;2;VRAI;2
1021;1;Dark;3;58;1;5;5;3;4;102103_81.jpg;1;VRAI;2
1072;1;Dark;3;57;1;5;4;3;2;107203_81.jpg;4;FAUX;4
1129;1;Medium;4;60;1;6;3;4;4;112903_81.jpg;4;VRAI;4
1065;1;Dark;2;47;1;5;3;3;3;106503_81.jpg;3;VRAI;4
1077;1;Dark;3;57;1;5;4;4;3;107703_81.jpg;3;VRAI;4
1048;1;Medium;1;37;1;6;4;3;2;104803_81.jpg;2;FAUX;2
1024;1;Medium;2;46;1;6;3;3;2;102403_81.jpg;1;FAUX;2
1027;1;Medium;3;50;1;4;3;3;3;102703_81.jpg;2;FAUX;2
1135;1;Dark;2;41;1;7;3;3;1;113503_81.jpg;4;FAUX;2
1006;1;Dark;2;49;1;5;4;3;2;100603_81.jpg;1;FAUX;2
1112;1;Dark;2;40;1;6;3;3;3;111203_81.jpg;2;FAUX;2
2035;1;Dark;1;25;1;7;4;2;1;203503_81.jpg;3;FAUX;3
2036;1;Dark;2;49;1;6;3;6;3;203603_81.jpg;3;FAUX;3
2038;1;Medium;2;41;1;7;5;3;2;203803_81.jpg;2;FAUX;1
2037;1;Dark;4;66;1;4;4;3;5;203703_81.jpg;4;VRAI;2
2087;1;Light;2;40;1;5;4;3;1;208703_81.jpg;2;FAUX;1
2209;1;Dark;3;54;2;3;4;3;2;220903_81.jpg;6;VRAI;6
2248;1;Dark;2;45;2;2;1;3;1;224803_81.jpg;4;FAUX;3
2244;1;Dark;2;47;2;5;1;3;2;224403_81.jpg;5;FAUX;3
2070;1;Dark;2;46;4;5;3;3;1;207003_81.jpg;4;VRAI;4
2237;1;Dark;4;69;2;3;2;4;3;223703_81.jpg;5;VRAI;4
2157;1;Dark;3;50;1;4;3;3;1;215703_81.jpg;4;FAUX;2
2156;1;Medium;1;25;4;5;3;3;1;215603_81.jpg;3;VRAI;3
2245;1;Dark;4;64;2;4;3;4;3;224503_81.jpg;6;FAUX;5
2151;1;Dark;4;63;4;2;3;3;1;215103_81.jpg;5;FAUX;4
2240;1;Dark;1;33;2;4;5;6;1;224003_81.jpg;6;VRAI;6
2027;1;Dark;2;49;1;2;4;6;2;202703_81.jpg;2;FAUX;1
2250;1;Dark;1;31;2;3;4;6;2;225003_81.jpg;5;FAUX;5
2086;1;Light;2;41;1;4;3;4;3;208603_81.jpg;4;VRAI;3
2080;1;Dark;2;41;1;4;2;6;3;208003_81.jpg;2;VRAI;2
4144;1;Dark;2;46;3;5;3;2;1;414403_81.jpg;3;FAUX;1
4118;1;Medium;1;26;4;6;3;6;1;411803_81.jpg;2;VRAI;2
2079;1;Dark;1;26;1;7;2;3;1;207903_81.jpg;2;FAUX;2
4077;1;Medium;1;28;1;6;3;6;1;407703_81.jpg;2;FAUX;1
4027;1;Dark;1;29;3;5;3;6;1;402703_81.jpg;1;VRAI;1
4143;1;Dark;3;53;4;6;4;6;1;414303_81.jpg;4;FAUX;3
4142;1;Light;3;56;4;6;5;4;2;414203_81.jpg;3;VRAI;1
2101;1;Medium;1;26;1;5;3;4;1;210103_81.jpg;2;VRAI;2
2090;1;Medium;2;44;1;5;3;2;3;209003_81.jpg;4;FAUX;2
2107;1;Dark;3;56;1;3;2;3;2;210703_81.jpg;3;FAUX;3
2166;1;Dark;1;25;3;5;4;3;1;216603_81.jpg;4;FAUX;3
2122;1;Medium;3;50;1;5;3;6;2;212203_81.jpg;2;FAUX;1
2069;1;Light;1;37;1;5;3;3;1;206903_81.jpg;2;VRAI;2
2136;1;Dark;2;44;4;6;3;6;1;213603_81.jpg;4;FAUX;3
2145;1;Dark;3;54;1;5;4;4;4;214503_81.jpg;3;FAUX;3
2147;1;Dark;2;47;4;6;3;6;2;214703_81.jpg;2;VRAI;1
2168;1;Medium;2;45;4;7;1;1;2;216803_81.jpg;2;VRAI;2
2158;1;Medium;1;25;4;6;3;3;1;215803_81.jpg;2;FAUX;3
2215;1;Dark;1;33;2;2;3;3;2;221503_81.jpg;6;VRAI;6
2169;1;Dark;2;45;4;5;3;4;5;216903_81.jpg;2;VRAI;2
2123;1;Dark;2;44;1;4;5;4;1;212303_81.jpg;2;VRAI;1
2099;1;Dark;1;26;4;6;2;2;2;209903_81.jpg;3;VRAI;3
2102;1;Dark;1;25;4;6;3;3;1;210203_81.jpg;3;FAUX;3
2235;1;Dark;3;56;2;4;4;4;2;223503_81.jpg;6;VRAI;6
2095;1;Light;2;40;1;6;3;3;1;209503_81.jpg;2;VRAI;1
2096;1;Dark;2;46;1;5;1;3;2;209603_81.jpg;2;VRAI;2
2128;1;Dark;1;27;4;5;3;6;1;212803_81.jpg;4;FAUX;3
4078;1;Dark;1;33;4;5;3;3;1;407803_81.jpg;3;FAUX;1
2106;1;Light;4;67;1;4;3;3;1;210603_81.jpg;4;FAUX;3
4165;1;Dark;4;63;4;4;3;6;1;416503_81.jpg;4;VRAI;4
2114;1;Light;3;59;1;3;1;3;2;211403_81.jpg;1;FAUX;1
2108;1;Light;2;40;1;7;3;3;1;210803_81.jpg;4;FAUX;3
2111;1;Light;4;66;1;2;3;3;1;211103_81.jpg;2;VRAI;1
2112;1;Medium;2;47;4;5;3;3;1;211203_81.jpg;2;FAUX;1
2093;1;Dark;1;32;1;5;3;3;1;209303_81.jpg;2;VRAI;1
2121;1;Dark;1;26;4;6;5;2;1;212103_81.jpg;3;FAUX;1
2120;1;Dark;3;53;4;4;2;3;2;212003_81.jpg;3;FAUX;1
2140;1;Dark;1;26;4;7;3;3;1;214003_81.jpg;4;VRAI;2
2118;1;Medium;4;66;1;3;2;5;4;211803_81.jpg;2;FAUX;1
2129;1;Medium;1;31;1;7;4;3;1;212903_81.jpg;2;VRAI;2
2149;1;Dark;3;50;1;5;3;3;3;214903_81.jpg;4;FAUX;2
2218;1;Medium;4;65;2;4;3;3;3;221803_81.jpg;5;VRAI;5
2246;1;Dark;3;58;2;3;4;4;2;224603_81.jpg;5;VRAI;5
2199;1;Dark;4;69;2;2;2;4;2;219903_81.jpg;4;FAUX;4
2238;1;Dark;4;62;2;3;2;3;3;223803_81.jpg;6;VRAI;6
2173;1;Dark;1;37;2;4;4;3;2;217303_81.jpg;5;VRAI;5
2115;1;Medium;4;69;1;4;4;3;3;211503_81.jpg;3;VRAI;3
2125;1;Light;1;29;1;5;4;2;1;212503_81.jpg;2;VRAI;1
2126;1;Medium;1;25;1;5;2;2;1;212603_81.jpg;4;FAUX;2
2146;1;Dark;3;57;4;6;3;3;2;214603_81.jpg;4;FAUX;4
2230;1;Dark;1;26;2;5;3;3;1;223003_81.jpg;4;VRAI;5
2249;1;Dark;2;43;2;6;3;4;1;224903_81.jpg;5;FAUX;5
2133;1;Light;2;41;1;5;2;3;2;213303_81.jpg;2;FAUX;1
2172;1;Light;1;27;4;5;2;6;1;217203_81.jpg;2;VRAI;2
2174;1;Dark;3;52;4;6;3;3;2;217403_81.jpg;5;FAUX;4
2134;1;Medium;1;32;1;4;3;6;1;213403_81.jpg;3;FAUX;1
2130;1;Dark;1;30;4;5;4;5;2;213003_81.jpg;4;FAUX;4
4119;1;Medium;3;56;4;6;3;4;1;411903_81.jpg;3;FAUX;3
4028;1;Dark;1;25;1;7;3;3;1;402803_81.jpg;1;VRAI;1
2124;1;Dark;2;48;1;3;3;3;2;212403_81.jpg;2;VRAI;1
3001;1;Medium;3;53;1;4;4;3;4;300103_81.jpg;2;VRAI;2
3002;1;Medium;3;56;1;4;3;3;5;300203_81.jpg;2;VRAI;2
3003;1;Medium;3;54;1;5;4;3;2;300303_81.jpg;2;VRAI;2
3004;1;Medium;2;48;1;4;3;3;1;300403_81.jpg;2;FAUX;2
3005;1;Light;2;48;1;5;5;3;2;300503_81.jpg;1;VRAI;3
3006;1;Light;4;61;1;4;4;4;2;300603_81.jpg;1;VRAI;3
3007;1;Light;2;49;1;6;1;3;4;300703_81.jpg;2;VRAI;2
3008;1;Light;3;50;1;5;4;4;3;300803_81.jpg;2;FAUX;3
3009;1;Medium;4;68;1;4;3;3;2;300903_81.jpg;3;FAUX;3
3010;1;Light;3;56;1;4;3;3;2;301003_81.jpg;1;FAUX;3
3012;1;Light;2;47;1;6;3;4;3;301203_81.jpg;1;VRAI;2
3011;1;Medium;3;53;1;5;4;4;3;301103_81.jpg;2;VRAI;2
3013;1;Dark;4;60;1;5;4;3;2;301303_81.jpg;2;VRAI;2
3014;1;Dark;3;50;1;6;4;3;5;301403_81.jpg;2;FAUX;4
3015;1;Medium;4;62;1;4;2;6;2;301503_81.jpg;2;VRAI;2
3016;1;Dark;1;30;1;6;3;3;1;301603_81.jpg;1;VRAI;3
3017;1;Medium;1;25;1;5;4;3;1;301703_81.jpg;1;FAUX;2
3018;1;Light;1;26;1;6;4;5;1;301803_81.jpg;2;VRAI;2
3019;1;Medium;3;53;1;4;5;3;3;301903_81.jpg;2;VRAI;2
3020;1;Medium;1;30;1;6;4;2;1;302003_81.jpg;1;VRAI;2
3021;1;Medium;4;66;1;3;3;4;3;302103_81.jpg;1;VRAI;3
3022;1;Medium;4;64;1;4;4;3;3;302203_81.jpg;1;FAUX;3
3023;1;Medium;3;59;1;6;3;3;2;302303_81.jpg;2;VRAI;2
3024;1;Medium;4;64;1;6;3;3;3;302403_81.jpg;2;FAUX;3
3025;1;Medium;1;25;1;7;3;2;1;302503_81.jpg;1;VRAI;2
3026;1;Dark;1;33;1;6;3;3;2;302603_81.jpg;1;FAUX;2
3027;1;Medium;4;64;1;4;3;3;4;302703_81.jpg;2;VRAI;2
3028;1;Medium;4;60;1;4;2;3;2;302803_81.jpg;2;FAUX;3
3029;1;Light;2;41;1;4;2;2;2;302903_81.jpg;1;FAUX;3
3030;1;Light;3;58;1;4;3;5;5;303003_81.jpg;2;FAUX;3
3031;1;Light;4;69;1;2;3;3;5;303103_81.jpg;1;VRAI;3
3032;1;Light;4;64;1;4;2;3;5;303203_81.jpg;3;FAUX;3
3033;1;Light;3;51;1;5;3;4;3;303303_81.jpg;2;FAUX;2
3034;1;Dark;3;59;1;4;4;3;4;303403_81.jpg;2;VRAI;2
3035;1;Medium;2;48;1;6;3;4;2;303503_81.jpg;2;FAUX;2
3036;1;Medium;2;49;1;5;2;3;1;303603_81.jpg;2;FAUX;2
3037;1;Dark;3;52;1;3;2;3;2;303703_81.jpg;2;VRAI;3
3038;1;Medium;1;25;1;5;3;3;1;303803_81.jpg;1;VRAI;3
3039;1;Dark;1;26;1;7;4;3;2;303903_81.jpg;1;VRAI;3
3040;1;Light;3;50;1;5;3;3;2;304003_81.jpg;2;VRAI;2
3041;1;Medium;4;62;1;4;3;3;5;304103_81.jpg;1;VRAI;3
3042;1;Dark;3;55;1;5;2;6;3;304203_81.jpg;3;VRAI;4
3043;1;Medium;1;35;1;6;3;4;2;304303_81.jpg;2;VRAI;2
3044;1;Dark;1;25;1;6;3;3;1;304403_81.jpg;1;VRAI;3
3045;1;Dark;3;56;3;2;3;3;2;304503_81.jpg;3;FAUX;3
3046;1;Dark;3;58;1;4;4;3;2;304603_81.jpg;3;FAUX;4
3047;1;Dark;4;69;1;6;2;3;2;304703_81.jpg;2;FAUX;3
3048;1;Light;1;30;1;6;2;3;2;304803_81.jpg;2;VRAI;2
3049;1;Medium;3;55;1;5;2;6;2;304903_81.jpg;1;VRAI;3
3050;1;Dark;2;49;1;4;3;3;1;305003_81.jpg;2;FAUX;4
3051;1;Medium;4;61;1;7;3;2;2;305103_81.jpg;2;FAUX;2
3052;1;Dark;1;25;1;6;3;3;1;305203_81.jpg;1;VRAI;2
3053;1;Medium;1;32;1;5;3;3;3;305303_81.jpg;1;FAUX;2
3054;1;Light;3;53;1;5;3;3;1;305403_81.jpg;3;FAUX;4
3055;1;Dark;1;27;4;6;4;4;1;305503_81.jpg;1;FAUX;3
3056;1;Medium;3;50;1;4;2;4;4;305603_81.jpg;2;VRAI;3
3058;1;Dark;2;46;1;5;3;3;2;305803_81.jpg;3;FAUX;4
3059;1;Dark;2;49;4;6;3;6;3;305903_81.jpg;3;FAUX;4
3060;1;Dark;1;25;3;7;4;3;2;306003_81.jpg;1;VRAI;3
3061;1;Light;1;36;4;3;3;3;2;306103_81.jpg;3;FAUX;4
3062;1;Dark;3;51;3;6;3;6;2;306203_81.jpg;2;FAUX;3
3063;1;Medium;1;27;7;7;3;3;1;306303_81.jpg;2;VRAI;2
3064;1;Medium;4;62;1;4;3;3;3;306403_81.jpg;2;VRAI;2
3065;1;Medium;3;58;1;3;3;3;3;306503_81.jpg;2;FAUX;3
3066;1;Dark;3;54;1;5;2;3;3;306603_81.jpg;2;VRAI;2
3067;1;Light;3;51;1;5;4;5;4;306703_81.jpg;2;VRAI;2
3068;1;Medium;4;65;1;2;5;4;5;306803_81.jpg;2;VRAI;2
3069;1;Light;4;67;1;6;2;4;2;306903_81.jpg;1;VRAI;3
3070;1;Medium;3;52;1;5;3;4;2;307003_81.jpg;3;FAUX;4
3071;1;Dark;3;56;4;6;3;3;2;307103_81.jpg;2;VRAI;3
3072;1;Medium;1;25;1;6;3;6;1;307203_81.jpg;2;FAUX;2
3073;1;Light;1;29;1;4;3;6;1;307303_81.jpg;2;VRAI;2
3074;1;Medium;4;62;1;4;3;6;2;307403_81.jpg;2;VRAI;2
3075;1;Dark;1;28;4;7;3;3;2;307503_81.jpg;3;FAUX;3
3076;1;Medium;1;31;1;6;4;4;2;307603_81.jpg;3;VRAI;4
3077;1;Medium;3;53;1;6;3;3;2;307703_81.jpg;2;VRAI;2
3078;1;Dark;2;47;1;7;3;3;2;307803_81.jpg;2;VRAI;2
3079;1;Medium;4;64;1;3;3;3;3;307903_81.jpg;3;VRAI;4
3080;1;Medium;1;31;1;5;4;3;2;308003_81.jpg;2;FAUX;3
2163;1;Dark;1;25;4;7;3;3;1;216303_81.jpg;4;FAUX;3
3081;1;Medium;2;49;4;3;3;4;2;308103_81.jpg;3;VRAI;4
3082;1;Medium;4;60;1;6;3;4;4;308203_81.jpg;4;FAUX;4
3083;1;Dark;2;46;7;5;3;4;3;308303_81.jpg;1;FAUX;3
3084;1;Medium;3;56;1;6;3;3;2;308403_81.jpg;3;VRAI;4
3085;1;Light;4;68;1;5;3;3;6;308503_81.jpg;2;VRAI;3
3086;1;Medium;4;67;1;4;2;6;3;308603_81.jpg;4;VRAI;4
3087;1;Light;3;50;1;7;3;4;2;308703_81.jpg;2;VRAI;2
3088;1;Dark;1;28;3;5;4;3;2;308803_81.jpg;3;FAUX;3
3089;1;Light;3;50;1;6;4;3;3;308903_81.jpg;1;VRAI;3
3090;1;Dark;4;68;2;4;4;4;3;309003_81.jpg;5;FAUX;5
3091;1;Dark;4;64;4;6;4;3;2;309103_81.jpg;1;VRAI;3
3092;1;Dark;3;59;4;4;2;3;4;309203_81.jpg;3;FAUX;3
3093;1;Dark;1;25;4;6;4;4;1;309303_81.jpg;3;FAUX;4
3094;1;Light;3;55;1;5;5;4;3;309403_81.jpg;4;FAUX;4
3095;1;Dark;1;27;1;6;5;6;2;309503_81.jpg;2;VRAI;2
3096;1;Dark;4;61;1;5;4;3;2;309603_81.jpg;3;FAUX;4
3098;1;Light;4;65;1;2;2;4;3;309803_81.jpg;1;FAUX;2
3099;1;Medium;3;54;1;5;3;3;3;309903_81.jpg;2;VRAI;2
3100;1;Light;2;46;1;5;2;6;2;310003_81.jpg;2;VRAI;3
3102;1;Dark;2;41;4;5;2;4;2;310203_81.jpg;3;VRAI;4
3103;1;Light;3;52;1;6;2;3;2;310303_81.jpg;3;FAUX;3
3104;1;Light;4;67;1;5;3;3;5;310403_81.jpg;2;FAUX;4
3105;1;Medium;1;35;1;7;4;4;2;310503_81.jpg;3;FAUX;4
3106;1;Medium;2;45;1;5;3;3;2;310603_81.jpg;1;FAUX;3
3107;1;Dark;3;52;4;6;4;3;2;310703_81.jpg;4;VRAI;4
3108;1;Dark;1;25;4;3;3;3;1;310803_81.jpg;3;FAUX;2
3109;1;Medium;1;39;4;6;3;3;2;310903_81.jpg;2;FAUX;4
3110;1;Dark;4;63;1;4;2;3;4;311003_81.jpg;4;VRAI;4
3111;1;Light;4;61;1;5;4;6;4;311103_81.jpg;2;FAUX;3
3112;1;Medium;4;61;1;5;3;3;2;311203_81.jpg;3;FAUX;4
3113;1;Dark;1;27;4;6;2;6;1;311303_81.jpg;3;FAUX;4
3114;1;Dark;1;25;7;6;4;2;1;311403_81.jpg;3;FAUX;4
3115;1;Medium;1;37;1;7;4;3;2;311503_81.jpg;2;VRAI;3
3116;1;Dark;3;54;4;6;4;3;3;311603_81.jpg;4;FAUX;4
3117;1;Medium;1;31;7;6;4;6;1;311703_81.jpg;2;VRAI;2
3118;1;Medium;3;59;1;2;2;2;1;311803_81.jpg;2;FAUX;3
3119;1;Light;1;37;1;5;4;4;1;311903_81.jpg;2;VRAI;2
3120;1;Medium;2;43;1;5;3;4;2;312003_81.jpg;2;VRAI;2
3121;1;Light;3;53;1;6;3;3;3;312103_81.jpg;4;VRAI;4
3122;1;Medium;1;25;1;7;4;3;2;312203_81.jpg;3;FAUX;4
3123;1;Medium;3;59;1;2;2;3;2;312303_81.jpg;2;FAUX;3
3124;1;Dark;1;36;4;6;5;6;2;312403_81.jpg;4;FAUX;4
3125;1;Dark;1;27;1;7;4;3;1;312503_81.jpg;3;FAUX;4
3126;1;Dark;3;55;3;6;3;4;3;312603_81.jpg;3;VRAI;4
3127;1;Dark;4;62;3;5;3;6;5;312703_81.jpg;3;VRAI;4
3128;1;Medium;3;52;1;5;3;3;3;312803_81.jpg;3;FAUX;4
3129;1;Dark;1;25;1;5;3;6;1;312903_81.jpg;2;VRAI;2
3130;1;Medium;1;25;1;7;4;4;2;313003_81.jpg;3;FAUX;4
3131;1;Medium;3;59;4;5;2;4;3;313103_81.jpg;2;FAUX;2
3132;1;Dark;1;27;4;6;4;3;1;313203_81.jpg;3;FAUX;4
3133;1;Dark;1;29;4;5;3;3;2;313303_81.jpg;4;FAUX;4
3134;1;Dark;4;66;1;5;3;3;4;313403_81.jpg;4;FAUX;4
3135;1;Dark;1;25;4;6;4;6;1;313503_81.jpg;4;FAUX;4
3136;1;Dark;1;27;4;5;4;3;1;313603_81.jpg;3;FAUX;3
3137;1;Dark;1;25;4;7;2;4;1;313703_81.jpg;4;FAUX;4
3138;1;Dark;2;47;2;7;2;3;6;313803_81.jpg;5;VRAI;5
3139;1;Dark;1;36;4;6;4;4;2;313903_81.jpg;4;FAUX;4
3140;1;Dark;1;25;4;6;3;3;1;314003_81.jpg;4;FAUX;4
3141;1;Dark;3;53;3;4;3;3;2;314103_81.jpg;4;FAUX;4
3142;1;Light;4;63;1;5;3;3;5;314203_81.jpg;1;FAUX;2
3143;1;Dark;2;43;1;6;3;2;4;314303_81.jpg;2;VRAI;3
3144;1;Dark;1;27;4;7;3;3;1;314403_81.jpg;3;VRAI;4
3145;1;Dark;3;56;1;4;3;3;1;314503_81.jpg;2;FAUX;3
3146;1;Medium;4;62;1;4;3;3;5;314603_81.jpg;3;FAUX;4
3147;1;Medium;1;27;1;6;2;3;1;314703_81.jpg;1;VRAI;2
3148;1;Medium;1;25;1;6;2;3;1;314803_81.jpg;1;VRAI;3
3149;1;Dark;1;26;1;6;4;3;1;314903_81.jpg;1;VRAI;3
3150;1;Dark;3;54;3;5;3;3;3;315003_81.jpg;3;FAUX;4
3151;1;Medium;1;35;1;5;4;3;1;315103_81.jpg;2;VRAI;2
3152;1;Dark;1;25;3;5;4;6;2;315203_81.jpg;3;FAUX;3
3153;1;Medium;3;55;3;5;2;3;4;315303_81.jpg;3;VRAI;3
3154;1;Dark;4;67;7;5;4;3;5;315403_81.jpg;4;VRAI;5
3155;1;Medium;4;64;1;3;2;4;1;315503_81.jpg;2;FAUX;2
3156;1;Medium;4;60;1;4;2;4;4;315603_81.jpg;2;VRAI;3
3157;1;Dark;1;32;3;7;3;3;1;315703_81.jpg;3;FAUX;4
3158;1;Light;4;62;1;4;4;3;5;315803_81.jpg;1;FAUX;3
3159;1;Medium;2;44;1;5;3;4;1;315903_81.jpg;4;VRAI;2
3160;1;Dark;1;28;4;7;3;6;1;316003_81.jpg;2;VRAI;3
3161;1;Dark;1;30;2;7;4;3;1;316103_81.jpg;5;FAUX;4
3162;1;Medium;3;55;2;2;2;4;3;316203_81.jpg;5;VRAI;5
3163;1;Dark;1;26;2;7;4;4;1;316303_81.jpg;5;FAUX;5
3164;1;Dark;1;37;2;6;3;6;1;316403_81.jpg;5;VRAI;5
3165;1;Medium;2;46;3;7;3;3;2;316503_81.jpg;4;FAUX;4
3166;1;Dark;3;53;4;4;3;3;3;316603_81.jpg;4;FAUX;4
3167;1;Dark;2;41;3;7;4;3;4;316703_81.jpg;4;FAUX;4
3168;1;Light;4;66;7;2;3;3;2;316803_81.jpg;3;FAUX;3
3169;1;Dark;3;57;7;4;3;3;5;316903_81.jpg;3;VRAI;3
3170;1;Dark;1;36;4;6;4;3;1;317003_81.jpg;4;FAUX;4
3206;1;Light;1;25;4;7;3;4;1;320603_81.jpg;5;VRAI;5
3172;1;Medium;1;25;4;6;4;3;1;317203_81.jpg;4;FAUX;4
3173;1;Medium;2;41;4;6;3;3;1;317303_81.jpg;3;VRAI;4
3174;1;Medium;1;37;4;6;3;3;1;317403_81.jpg;2;FAUX;3
3175;1;Dark;1;32;2;7;4;3;1;317503_81.jpg;5;VRAI;6
3176;1;Dark;3;57;2;4;2;3;1;317603_81.jpg;6;VRAI;6
3177;1;Medium;1;29;2;7;5;3;1;317703_81.jpg;5;VRAI;5
3178;1;Dark;1;25;2;6;4;3;1;317803_81.jpg;5;FAUX;5
3179;1;Dark;1;30;2;4;1;6;1;317903_81.jpg;6;VRAI;5
3180;1;Dark;3;53;3;6;4;6;3;318003_81.jpg;5;VRAI;5
3181;1;Medium;2;43;1;5;5;3;1;318103_81.jpg;2;VRAI;3
3182;1;Dark;1;34;2;6;3;6;1;318203_81.jpg;5;VRAI;6
3183;1;Dark;1;30;2;5;4;6;1;318303_81.jpg;3;FAUX;4
3184;1;Dark;2;41;2;6;4;3;1;318403_81.jpg;5;FAUX;5
3185;1;Dark;2;44;2;6;4;3;1;318503_81.jpg;5;VRAI;6
3186;1;Dark;3;53;2;4;2;3;1;318603_81.jpg;5;VRAI;6
3187;1;Dark;1;26;4;6;2;3;2;318703_81.jpg;3;FAUX;4
3188;1;Dark;2;45;2;2;4;4;2;318803_81.jpg;5;FAUX;5
3189;1;Dark;1;26;2;4;2;6;1;318903_81.jpg;2;VRAI;3
3190;1;Light;3;53;4;5;3;3;1;319003_81.jpg;2;FAUX;4
3191;1;Dark;4;63;2;2;3;4;4;319103_81.jpg;5;VRAI;5
3192;1;Dark;2;45;2;6;3;2;2;319203_81.jpg;4;FAUX;4
3193;1;Dark;3;50;2;3;3;3;1;319303_81.jpg;5;VRAI;5
3194;1;Dark;3;52;2;3;3;4;2;319403_81.jpg;5;VRAI;5
3195;1;Light;1;32;2;7;4;6;1;319503_81.jpg;6;FAUX;6
3196;1;Dark;2;40;2;4;2;4;1;319603_81.jpg;5;FAUX;5
3197;1;Dark;1;30;2;3;3;6;1;319703_81.jpg;4;VRAI;4
3198;1;Medium;1;37;4;6;4;3;1;319803_81.jpg;4;FAUX;4
3199;1;Dark;1;25;2;2;2;6;1;319903_81.jpg;3;VRAI;3
3200;1;Dark;1;32;2;7;5;2;1;320003_81.jpg;5;VRAI;5
3201;1;Medium;2;44;2;2;4;3;3;320103_81.jpg;5;FAUX;5
3202;1;Dark;1;28;2;7;4;3;1;320203_81.jpg;5;VRAI;5
3203;1;Dark;1;25;2;4;3;4;1;320303_81.jpg;5;FAUX;5
3204;1;Dark;1;25;2;7;3;3;1;320403_81.jpg;4;FAUX;4
3205;1;Dark;3;54;2;4;4;4;2;320503_81.jpg;5;VRAI;5
3207;1;Dark;4;66;2;2;4;4;2;320703_81.jpg;6;VRAI;6
3208;1;Dark;1;32;2;5;3;6;1;320803_81.jpg;5;VRAI;6
3209;1;Dark;1;25;2;4;3;3;1;320903_81.jpg;5;FAUX;6
3210;1;Dark;1;25;2;5;4;4;1;321003_81.jpg;5;VRAI;5
3211;1;Dark;1;30;2;7;4;4;1;321103_81.jpg;5;FAUX;5
3214;1;Dark;4;63;2;2;3;3;3;321403_81.jpg;5;VRAI;6
3215;1;Dark;2;47;2;3;3;3;2;321503_81.jpg;5;VRAI;5
3216;1;Medium;3;54;2;5;4;4;2;321603_81.jpg;5;VRAI;6
3217;1;Dark;3;50;2;4;4;4;3;321703_81.jpg;5;VRAI;5
3218;1;Dark;2;47;2;4;4;4;2;321803_81.jpg;5;VRAI;5
3219;1;Dark;4;64;2;3;3;3;2;321903_81.jpg;5;FAUX;5
3220;1;Dark;2;45;2;5;3;3;2;322003_81.jpg;5;VRAI;6
3221;1;Dark;3;52;2;5;3;3;3;322103_81.jpg;6;VRAI;6
3222;1;Dark;1;25;2;4;5;5;1;322203_81.jpg;6;VRAI;6
3223;1;Dark;1;33;2;6;4;6;1;322303_81.jpg;6;FAUX;6
3224;1;Dark;1;34;2;7;4;6;1;322403_81.jpg;5;VRAI;5
3225;1;Dark;3;58;2;7;3;4;2;322503_81.jpg;6;VRAI;6
3226;1;Dark;1;26;2;6;5;3;1;322603_81.jpg;5;FAUX;6
3227;1;Dark;2;42;2;4;5;5;2;322703_81.jpg;5;VRAI;5
3228;1;Dark;2;41;2;4;3;3;2;322803_81.jpg;5;FAUX;5
3229;1;Medium;1;31;2;5;4;4;2;322903_81.jpg;6;VRAI;6
3231;1;Dark;3;54;2;7;3;4;1;323103_81.jpg;5;VRAI;6
3233;1;Dark;3;55;2;3;3;3;3;323303_81.jpg;5;VRAI;5
3232;1;Dark;1;36;2;5;3;3;1;323203_81.jpg;5;VRAI;6
