RESP_FINAL;filename;eval_cluster;single_cluster;Image_SkinCluster
4048;404803_81.jpg;3;FAUX;1
1013;101303_81.jpg;3;FAUX;3
4061;406103_81.jpg;3;VRAI;1
4255;425503_81.jpg;2;VRAI;1
4049;404903_81.jpg;2;VRAI;1
4037;403703_81.jpg;2;FAUX;1
1026;102603_81.jpg;2;VRAI;2
4254;425403_81.jpg;2;FAUX;1
4058;405803_81.jpg;3;FAUX;1
4056;405603_81.jpg;1;FAUX;1
4034;403403_81.jpg;2;FAUX;1
4105;410503_81.jpg;3;FAUX;1
4076;407603_81.jpg;2;VRAI;1
3143;314303_81.jpg;2;VRAI;3
1073;107303_81.jpg;3;FAUX;3
4227;422703_81.jpg;3;FAUX;3
3040;304003_81.jpg;2;VRAI;2
1082;108203_81.jpg;2;VRAI;2
3181;318103_81.jpg;2;VRAI;3
4012;401203_81.jpg;2;VRAI;1
3151;315103_81.jpg;2;VRAI;2
3105;310503_81.jpg;3;FAUX;4
4038;403803_81.jpg;2;FAUX;1
3131;313103_81.jpg;2;FAUX;2
1043;104303_81.jpg;2;FAUX;2
3189;318903_81.jpg;2;VRAI;3
4014;401403_81.jpg;1;FAUX;1
2093;209303_81.jpg;2;VRAI;1
4198;419803_81.jpg;3;FAUX;3
3080;308003_81.jpg;2;FAUX;3
3087;308703_81.jpg;2;VRAI;2
4195;419503_81.jpg;2;FAUX;1
2079;207903_81.jpg;2;FAUX;2
3097;309703_81.jpg;2;VRAI;2
2131;213103_81.jpg;3;FAUX;1
3045;304503_81.jpg;3;FAUX;3
2125;212503_81.jpg;2;VRAI;1
3117;311703_81.jpg;2;VRAI;2
4020;402003_81.jpg;2;VRAI;1
4097;409703_81.jpg;2;FAUX;1
4055;405503_81.jpg;2;FAUX;1
2114;211403_81.jpg;1;FAUX;1
3047;304703_81.jpg;2;FAUX;3
3064;306403_81.jpg;2;VRAI;2
4045;404503_81.jpg;3;FAUX;1
2049;204903_81.jpg;2;FAUX;2
1010;101003_81.jpg;2;FAUX;2
4039;403903_81.jpg;3;FAUX;1
1030;103003_81.jpg;2;VRAI;2
4064;406403_81.jpg;3;FAUX;1
3088;308803_81.jpg;3;FAUX;3
2062;206203_81.jpg;3;FAUX;3
1022;102203_81.jpg;2;VRAI;2
4023;402303_81.jpg;2;FAUX;1
4008;400803_81.jpg;2;VRAI;2
2068;206803_81.jpg;2;VRAI;2
1008;100803_81.jpg;3;FAUX;3
3004;300403_81.jpg;2;FAUX;2
2129;212903_81.jpg;2;VRAI;2
2141;214103_81.jpg;3;FAUX;1
4066;406603_81.jpg;2;FAUX;1
2123;212303_81.jpg;2;VRAI;1
1115;111503_81.jpg;2;FAUX;2
4006;400603_81.jpg;2;VRAI;1
4108;410803_81.jpg;2;FAUX;1
2120;212003_81.jpg;3;FAUX;1
3174;317403_81.jpg;2;FAUX;3
4083;408303_81.jpg;3;FAUX;1
3072;307203_81.jpg;2;FAUX;2
1080;108003_81.jpg;2;FAUX;2
4002;400203_81.jpg;3;FAUX;3
1009;100903_81.jpg;3;FAUX;2
4139;413903_81.jpg;3;FAUX;1
3095;309503_81.jpg;2;VRAI;2
3024;302403_81.jpg;2;FAUX;3
3075;307503_81.jpg;3;FAUX;3
4046;404603_81.jpg;2;FAUX;1
2002;200203_81.jpg;2;FAUX;1
4088;408803_81.jpg;1;FAUX;1
3062;306203_81.jpg;2;FAUX;3
4032;403203_81.jpg;3;FAUX;1
4185;418503_81.jpg;1;FAUX;1
1014;101403_81.jpg;2;FAUX;2
2118;211803_81.jpg;2;FAUX;1
4024;402403_81.jpg;2;FAUX;1
4073;407303_81.jpg;1;FAUX;1
2066;206603_81.jpg;1;FAUX;1
2143;214303_81.jpg;2;FAUX;3
2087;208703_81.jpg;2;FAUX;1
3028;302803_81.jpg;2;FAUX;3
4197;419703_81.jpg;2;FAUX;1
1057;105703_81.jpg;2;FAUX;2
2018;201803_81.jpg;3;FAUX;1
3122;312203_81.jpg;3;FAUX;4
4194;419403_81.jpg;1;FAUX;1
4016;401603_81.jpg;1;FAUX;1
3022;302203_81.jpg;1;FAUX;3
1078;107803_81.jpg;3;FAUX;3
4177;417703_81.jpg;1;FAUX;1
4172;417203_81.jpg;3;FAUX;1
1066;106603_81.jpg;1;FAUX;3
4057;405703_81.jpg;3;FAUX;1
2003;200303_81.jpg;1;VRAI;1
2165;216503_81.jpg;1;FAUX;1
4013;401303_81.jpg;2;FAUX;2
3033;303303_81.jpg;2;FAUX;2
2027;202703_81.jpg;2;FAUX;1
3083;308303_81.jpg;1;FAUX;3
1064;106403_81.jpg;1;FAUX;2
4168;416803_81.jpg;1;FAUX;1
4087;408703_81.jpg;1;FAUX;1
1059;105903_81.jpg;1;VRAI;3
3055;305503_81.jpg;1;FAUX;3
4010;401003_81.jpg;1;FAUX;1
2044;204403_81.jpg;1;FAUX;1
3118;311803_81.jpg;2;FAUX;3
4184;418403_81.jpg;1;FAUX;1
3018;301803_81.jpg;2;VRAI;2
3036;303603_81.jpg;2;FAUX;2
3089;308903_81.jpg;1;VRAI;3
3142;314203_81.jpg;1;FAUX;2
3029;302903_81.jpg;1;FAUX;3
2067;206703_81.jpg;2;FAUX;1
3031;303103_81.jpg;1;VRAI;3
4019;401903_81.jpg;1;VRAI;1
4187;418703_81.jpg;1;FAUX;1
1006;100603_81.jpg;1;FAUX;2
4009;400903_81.jpg;1;FAUX;1
3005;300503_81.jpg;1;VRAI;3
3158;315803_81.jpg;1;FAUX;3
4021;402103_81.jpg;1;VRAI;1
3148;314803_81.jpg;1;VRAI;3
4067;406703_81.jpg;1;VRAI;1
4047;404703_81.jpg;1;VRAI;1
2041;204103_81.jpg;1;FAUX;1
4116;411603_81.jpg;1;VRAI;1
4025;402503_81.jpg;1;FAUX;1
4036;403603_81.jpg;1;FAUX;1
2133;213303_81.jpg;2;FAUX;1
3098;309803_81.jpg;1;FAUX;2
3053;305303_81.jpg;1;FAUX;2
4183;418303_81.jpg;1;VRAI;1
3039;303903_81.jpg;1;VRAI;3
3051;305103_81.jpg;2;FAUX;2
4004;400403_81.jpg;1;FAUX;1
4028;402803_81.jpg;1;VRAI;1
4030;403003_81.jpg;1;VRAI;1
3091;309103_81.jpg;1;VRAI;3
1024;102403_81.jpg;1;FAUX;2
2045;204503_81.jpg;1;VRAI;1
4178;417803_81.jpg;1;VRAI;1
4169;416903_81.jpg;1;FAUX;1
2084;208403_81.jpg;1;VRAI;1
4248;424803_81.jpg;3;FAUX;1
3012;301203_81.jpg;1;VRAI;2
3016;301603_81.jpg;1;VRAI;3
4017;401703_81.jpg;1;FAUX;1
1021;102103_81.jpg;1;VRAI;2
4018;401803_81.jpg;1;VRAI;1
3060;306003_81.jpg;1;VRAI;3
2117;211703_81.jpg;1;VRAI;1
4050;405003_81.jpg;1;VRAI;1
3010;301003_81.jpg;1;FAUX;3
3017;301703_81.jpg;1;FAUX;2
2175;217503_81.jpg;1;FAUX;1
3106;310603_81.jpg;1;FAUX;3
4022;402203_81.jpg;1;VRAI;1
3149;314903_81.jpg;1;VRAI;3
3041;304103_81.jpg;1;VRAI;3
2072;207203_81.jpg;1;VRAI;1
2135;213503_81.jpg;2;FAUX;1
3025;302503_81.jpg;1;VRAI;2
4027;402703_81.jpg;1;VRAI;1
3044;304403_81.jpg;1;VRAI;3
3049;304903_81.jpg;1;VRAI;3
4186;418603_81.jpg;1;VRAI;1
2025;202503_81.jpg;1;VRAI;1
3021;302103_81.jpg;1;VRAI;3
3069;306903_81.jpg;1;VRAI;3
4043;404303_81.jpg;1;VRAI;1
2085;208503_81.jpg;1;VRAI;1
3147;314703_81.jpg;1;VRAI;2
4035;403503_81.jpg;1;VRAI;1
3006;300603_81.jpg;1;VRAI;3
2029;202903_81.jpg;1;FAUX;2
3052;305203_81.jpg;1;VRAI;2
4173;417303_81.jpg;1;VRAI;1
2077;207703_81.jpg;1;VRAI;1
4071;407103_81.jpg;1;VRAI;1
4063;406303_81.jpg;1;VRAI;1
4011;401103_81.jpg;1;VRAI;1
1054;105403_81.jpg;1;VRAI;2
2011;201103_81.jpg;1;FAUX;1
4181;418103_81.jpg;1;VRAI;1
4174;417403_81.jpg;1;VRAI;1
3038;303803_81.jpg;1;VRAI;3
3026;302603_81.jpg;1;FAUX;2
4120;412003_81.jpg;1;VRAI;1
1005;100503_81.jpg;1;VRAI;2
4180;418003_81.jpg;1;FAUX;1
3020;302003_81.jpg;1;VRAI;2
4001;400103_81.jpg;1;VRAI;1
4015;401503_81.jpg;1;VRAI;1
4170;417003_81.jpg;1;VRAI;1
4171;417103_81.jpg;1;VRAI;1
4031;403103_81.jpg;1;VRAI;1
2030;203003_81.jpg;1;VRAI;1
1018;101803_81.jpg;1;VRAI;1
